review,sentiment
"Бұрынғыдан да нашар. Мен мынаны айтқым келеді: мен өмірімнің ең жақсы жылдарын ЕҰУ сияқты шұңқырда өткіземін деп ешқашан ойламаған едім. Оқудан алған әсеріңізді бұзғыңыз келсе, күйзеліске ұшырағыңыз келсе, болашағыңызды шаңға таптағыңыз келсе, онда сіз осындасыз. Бұл оқуға деген құштарлықты толығымен өлтіретін университет. Сіз бұл жерден жақсы ештеңе ала алмайсыз. Уақыт пен ақшаны ысырап ету.",0
"Мұндағы оқытушылар құрамы кедей және колхоз. Тек өз тақырыбына және өздеріне назар аударады. Олар сізді де, ойлау жолыңызды да құрметтемейді. Мұнда ең бастысы - стереотип. Егер сіз оның шегінен шығып кетсеңіз, сізді мұғалімдер жек көреді. Мұғалімдер сізді жазғы лагерьде ұстау үшін және қалтаңызға көбірек ақша түсіру үшін бәрін жасайды. Тиісті білімсіз. Құқықтық білімі бар информатика мұғалімі. Сізге бұл қалай ұнайды?",0
"Мұнда оқу-материалдық база жоқ. Оқулықтар қорқынышты және ескі. Википедиядағы мәтіндер! Әйтеуір, қазақшаға аударылса ғой. Хостелдер лас, тарақандар және басқа да лас. Негізгі ғимаратта кілемдер мен өсімдіктер кейбір маңызды қонақтар келгенде ғана шығарылады. Оқушыларға қоқыс сияқты қарайды. Сіздің мақтаулы Еуразия университетіңіз осылай. Ұлттық деп айтудың өзі ұят.",0
"Жаман университет. Құрметті талапкерлер, ЕҰУ-ға түсуді ойламаңыздар. Мұндай жиіркенішті оқытушылар құрамы әлемнің ешбір университетінде жоқ! Бүкіл университет үлкен колхоз сияқты, Ұлттық университет деген атағын еш ақтамайды. Оқытушылар құрамы өте қорқынышты, ақыл-ойы төмен, сонымен қатар нәсілшілдік мінезді колхозшылар. Олар орысша дұрыс сөйлей алмайды. Халықаралық қатынастар факультетінің деканы қандай сұмдық. Сабырлы сөйлеуді білмейтін адекватсыз әйел. Истериялық.",0
"Өзіңізді және балаларыңызды сыйласаңыз, ЕҰУ-ге түсуге тырыспаңыз! Тек өзіңді ғана емес, жалпы отбасын масқаралау. Балалар азып бара жатыр. Қазақ тілі пәнінің мұғалімі Әлімбек Г.Р. сәйкестік пен адамгершіліктің не екенін мүлде білмейді. Қол астындағылардың біріне ғана әуестенген адам «сен қазақсың, мынаны білуің керек» деп балаларды балағаттады. Мұнда ешкім ешкімге қарыз емес. Ол өзін кім екенін Құдай біледі деп елестетеді, өмірге үйретеді.",0
"Онда оқуға түспеңіз. Ең жаманын айту ештеңе айтпағанмен бірдей! Түнгі университет, барлығы шоу үшін, басқа ештеңе емес! Мұғалімдер студенттермен емес, университеттің қағаз валакитасымен айналысады. Мұғалімдер үнемі сабаққа кешігіп келеді немесе олардың орнына білімі мектеп оқушысының деңгейінде, бастауыш сөйлеген сөздері мұғалімдер сияқты дұрыс жеткізілмейтін магистранттар келеді!",0
"Қалыпты университет. Кәдімгі университет, сабыр етіңіз, босқа мамандық алудың қажеті жоқ еді. Гуманитарлық, тарихшы, филолог және басқа да бос сөз болса, мұғалімдерге қандай талаптар қойылуы мүмкін? Гуманитарлық пәндер ерекше оқытылмайды. Бізге философия мен әлеуметтану, тамаша ағылшын тілін шындап үйреткені есімде. Жалпы математика ұшып барады, оны бізге жақсы түсіндіріп, бізден де соны талап етті",1
"Ең жақсы техникалық университет. ҚазҰТУ туралы университетке түсер алдында да көп естідім. Онда менің орта мектептен көптеген достарым оқыды, олар университет туралы тек жақсы пікірлер айтты. Сондықтан құжаттарды тапсыру уақыты келгенде мен таңдаған университеттер тізімінде еш ойланбастан ҚазҰТУ-ды бірінші болып көрсеттім. Сосын бір ғажайып оқиға болды, мен ҚазҰТУ-ға грантқа түстім, ең ұнаған мамандығым болды. Алматыға келіп, университетті көргенімде, ол мені өзінің ұлылығымен бірден баурап алды.",1
"Үлкен әдемі ғимараттар ешкімді бей-жай қалдыра алмайды. Алғашында тығырыққа тіреліп, тез ұшатын студенттік өмірге үйрену қиын болды. Бірақ, мен көп ұзамай үйреніп кеттім, жаттығу өз бағытымен өтті. Білім сапасы туралы не айтар едіңіз? Мен қолданбалы экология кафедрасында оқыдым, оқытушылар тек өз пәні бойынша ғана емес білімге ие болды. Біз өнеркәсіптің барлық салаларында өте кең ауқымды білім алдық (бізде инженерлік экология бар, сондықтан білім өндіріс саласында берілді). Мұғалімдер жауап таба алмайтын сұрақтар жоқ. Университетті бітіргенімізге бірнеше жыл өтті, біз әлі де барлық оқытушылармен достық қарым-қатынастамыз. Біздің бөлімде жұмыс істегендермен ғана емес",1
"Біз олардан өмірлік жағдайда да, жұмыс мәселесінде де кеңес аламыз. Жалпы, 4 жыл бойы қолымыздан келгенше «сорғыздық». Біз саланың барлық саласында білім алдық. Мұндай әмбебап жоғары санатты инженерлер шықты. Айтпақшы, университетте оқытушылар құрамы өте мықты. Профессорлар мен докторлар көп. Бірде шағын қалада оқитын құрбым: «Тіпті ғылым докторы да сабақ береді» деген сөзі мені қатты күлдірді. Біз үшін бұл қандай да бір трансценденттік жетістік емес еді. Университеттегі параға келсек. Мен 4 жыл бакалавр, тағы 2 жыл магистратурада оқыдым.",1
"Ал университетте ғимараттар өте көп. Бірінші курс студенттерінің көздері бақырайып, қайда жүгіреді? Неге десеңіз, негізгі оқу ғимараты да, мұнайы да, шағын оқу корпусы да тау-кен металлургиясы, тіпті бұл бәрі емес. Ғимараттардың әр қадамында асханалар бар, сондықтан студенттер аш қалмайды. Университет студенттерге арналған түрлі байқаулар мен іс-шараларды үнемі өткізіп тұрады. Бұл ҚазҰТУ-да көктем, КТК, түрлі ғылыми-практикалық конференциялар. Сіз шетелде оқу үшін жақсы грант ала аласыз, өйткені университет әлемнің әртүрлі танымал университеттерімен ынтымақтасады. Резидент емес студенттер немесе аз қамтылған отбасы балалары жатақханамен қамтамасыз етіледі. Рас, оны алу өте қиын.",1
"Өте жақсы университет, күшті орта мектеп, жақсы білім, менің шағымданатын ештеңем жоқ. Маған бәрі жарасады.",1
"Әділ университет. Астаналықтардың барлығында университетте тамаша оқытушылар, жақсы жайлы университет бар.",1
"Астана университеті жас университет болғанымен, жақсы беделге ие болды. Лицензияны ешқашан жоғалтпаңыз. Өткен жылы мемлекеттік аттестациядан өтті. Сондықтан биыл осында келдім. Семестрдің жартысы қиын болды, жүктеме үлкен болды, бірақ мен оған дайын болдым.",1
"Болашағы бар университет. Астана университеті – болашағы зор университет! Осында оқып жүргеніме 3 жыл болды. Бұл университеттің болашағы зор! Оқу ақысы жақсы, оқу ақысына әлі де жеңілдіктер бар. Магистратура бар, негізгі білім беруде де, одан тыс жерлерде де жақсы мұғалімдер. Бізге қосылыңыз, біз болашақпыз.",1
Тамаша университет. Биыл бітірді! Осы университетке түскеніме өте қуаныштымын. Барлық ұстаздарыма алғыс айтқым келеді! Өте жақсы адамдар.,1
Ең жақсылардың бірі. Осы университетті бітіргенімді мақтан тұтамын! Биыл үздік бітірді. Университетті бітірген соң бірден мамандығым бойынша жұмысқа орналастым.Заң факультетінің деканыма алғыс айтамын! Біліміңіз үшін рахмет!,1
"Сүйікті университеті. М.С.Нәрікбаев атындағы КАЗГЮУ Университетінің (бұдан әрі – КАЗГЮУ) түлегі ретінде мен өзімнің Алма-Атам үшін мақтаныш сезімін оятамын! Осы университет қабырғасында өткен 5 жыл (4 жыл – бакалавриат, 1 жыл – магистратура) жарық жылдамдығымен өтті, өзіндік еркіндік атмосферасы, ұстаздардың кәсіби шеберлігі, ұлтжандылық, сыбайлас жемқорлыққа төзбеушілік, барлық жағдай жасалған. студенттерге де, мұғалімдерге де сапалы білім беру үшін құрылған. КАЗГЮУ жыл сайын білім беру жүйесін және студенттердің оқу жағдайларын жақсартады. Егер бұл жолды қайтадан өтуге мүмкіндік болса, мен КАЗГЮУ-да оқуымды қайталайтын едім. Университет басшылығына, профессор-оқытушылар құрамына алғысымды білдіремін және барлығына оқуда сәттілік тілеймін! Ал, мен КАЗГЮУ-да докторантураға дайындаламын.",1
Маман мұғалімдер,1
"Жалпы, кафедраның профессорлық-оқытушылық құрамы жоғары білікті мамандармен қатар, осы кафедраның пәндерін оқу кезеңінде студенттердің жадында жақсы із қалдырған жай ғана жақсы адамдармен мақтана алады деп ойлаймын.",1
"Мен былтыр Қазгю университетін қаржы мамандығы бойынша бітірдім. 2012 жылы оқу орны туралы сұрақ туындағанда, менің таңдауым бірден Қазгуу университетіне түсті, ол туралы мақтаулы пікірлер болғаны үшін емес, таныстар, студенттер немесе осы университеттің түлектері емес, ол өте қолжетімді бағамен жоғары сапалы білім беретін ең жақсы нұсқа. Мен бір кездері жасаған таңдауыма өкінген жоқпын, өйткені КАЗГЮУ-да жақсы оқытушылар жұмыс істейді, негізінен практиктер (әсіресе 3, 4 курста). Сондай-ақ оқуға қызықты пәндерді және білім алғыңыз келетін тілді өздігінен таңдау мүмкіндігі бар. Сабақтар теория бойынша жүргізілді және болашақ мамандығы бойынша тәжірибеде және жұмыста қолданылатын жағдайларды шешу, әртүрлі тапсырмаларды қамтыды. Мен өз өмірімде дұрыс таңдау жасағаныма өте қуаныштымын.",1
"КАЗГЮУ менің үйім болды. Университет менің тұлға ретінде қалыптасуыма көмектесті, менің барлық мүмкіндіктерімді ашты. Маған берілген және туған университет қабырғасында салған білімім іс жүзінде көмектесті. Шынында да, КАЗГЮУ-да өте мықты профессорлық-оқытушылық құрам бар, ол ең алдымен менің заңтану саласындағы білімімді байытып, осы білімге қажетті қосымшаны табуға тырысты. КАЗГЮУ-дың арқасында мен өз болашағым туралы шешім қабылдадым, өзіме ұнайтын және алған білімімді өзімнің сүйікті сары ғимаратымның қабырғасында еркін қолдана алатын жұмысқа орналастым. Барлығы үшін КАЗГЮУ-ға рахмет!",1
"Білімі өте жақсы. Білімі өте жақсы! Өте жақсы университет! Енді ғана жаңадан келген мұғалімдер көңіл көншітпейді. Ғимараттың өзі ескі, күлді ағаштың діңгегіне 65-ке таяп қалғаны, мұндай уақытта көп нәрсе құлап жатыр, бірақ оны жақсы жағдайда ұстауға тырысады.",1
"Астанадағы ең жақсы университет. Бізге қосылыңыздар. Мен осы университеттің 3 курс студентімін, жатақханада тұрамын (7-жатақханада, қатаң тәртіп, барлық жерде камера, рұқсатсыз ешкімді кіргізбейді). Барлық оқытушылар өз саласының мамандары (әсіресе техникалық факультет). ҚазАТУ – алға, намысты – қорға!",1
"Үздік университет – ҚазҰУ. Әл-Фараби атындағы Қазақ ұлттық университетіне түскеніме өте қуаныштымын. Атап айтқанда, шығыстану факультеті. Бұл факультетте мүмкіндік көп екенін байқадым. Бұл тек оқу бөліміне ғана емес, студенттік өмірге де қатысты. Сондай-ақ факультетте жоғары білікті оқытушылар құрамы. Студенттерге білім алуға және өз мамандығы бойынша кәсіби маман болуға не мүмкіндік береді. Бұл факультеттің Қазнудың басқа факультеттерінен ерекшелігі, оның өзіндік достық, отбасылық атмосферасы бар. Көптеген кафедралар бар, өйткені факультетте Шығыс елдерінің 8 тілін оқиды.",1
"ҚазҰУ мүмкіндіктер мекені. Студенттік өмір адам өмірінің балалық шақтан кілтін ең керемет кезен деп отбасымын. Сондай керемет шақты ҚазҰУ-мен бірге откізіп жатқаныма еш оқуыңбеймін. ҚазҰУ-мүмкіндіктер мекені, армандар орнындалатын жер. Білім мен қоғам өмірді қатар алып жүрген, әлемдік университет термен қатар тұрп бақ сон алатын, қызға басқалар мен қызғана қарайтын қара шаңырақ. Әл факультеті-Шығыстан мүлде бөлек ангиме.",1
"Тек қана тілді үйретіп қоймай, әлемге жаңа қырынан қарауға үйретеді. О орисинди дамытады. адалдық пен адамдықтыр шынына шығуға тұрыс бағыт береді. Деканымыз бен устаздар кауымында ен бектері зор. Бұл жерде қызықты студент өмірінді естен кетпестей откізе аласың. Оз маманды Гыннын бiлiктiсi бола аласын. Осындай мумкиндиктер сыйлап отырган университет мемын алгыс.",1
"Мен осы университетте оқығанымды мақтан тұтамын. Мен физика-техникалық факультетінде оқимын, мамандығым – электротехника. Біздің университетте оқуға, өзіңізді дамытуға, жақсы дос табуға мүмкіндіктер көп. Студенттік кездеріңізден ләззат алыңыз, өйткені бұл сіздің өміріңіздің ең әдемі сәті.",1
"Мен осы университетте оқығанымды мақтан тұтамын. Мен физика-техникалық факультетінде электроэнергетика мамандығы бойынша оқимын. Біздің университетте сізде білім алуға, дамуға және жақсы достар табуға көптеген мүмкіндіктер бар. Оқудан ләззат алыңыз, өйткені бұл сіздің өміріңіздің ең әдемі сәті.",1
Men El-Farabi atyndafy kazak ulttyk Университетінің shyfystan факультетінің 3 курс студенті. КазыУ-нін елімздін бетке ыстар жофарфы оку орындарын бірі екендікі бе,1
"Мен шығыстану факультетінің студентімін. Менің факультетім - менің отбасым. Шығыс факультетіне түскеніме еш өкінген жоқпын! Өйткені, факультетіміздің студенттері өмірде үлкен мақсаттармен келеді.",1
Сондай-ақ Шығыс факультетінде студенттер бас қосқанда шығыстың әртүрлі тілдерінде сөйлейді,1
"ҚазҰУ-да білім алып, оның сапасын, жаңа мүмкіндіктер университетін түсінесіз. Оқыту барысында студенттерге екі дәрежелі білім алуға, MOOC арқылы онлайн қосымша пәндерді оқуға мүмкіндік беріледі. Университеттің дамыған инфрақұрылымы, заманауи автоматтандырылған кітапханасы және бір ғимаратта түрлі қызметтерді алуға мүмкіндік беретін «Керемет» студенттеріне заманауи қызмет көрсету орталығы дамудың жоғары, бәсекеге қабілетті деңгейін, QS халықаралық рейтингінде 210-орын туралы айтады. . Сәттілік және өсе беріңіз!",1
Дискреткадан беретын апай топ,1
интеллектуалды элита,1
"Еліміздегі ең жақсы техникалық университеттердің бірі, бірақ мен үшін университеттегі студенттік өмір Алматыдағы басқа университеттерге қарағанда нашар.",1
Политех - бұл ең жақсы!,1
Алматыдағы ең әдемі және ең үлкен университет – әл-Фараби атындағы Қазақ ұлттық университеті,1
"Олар студенттерді қорлайды. Не емтихан болады, не болмайды, және олар соңғы жауабын барлығы билеттерін ауыстырғаннан кейін береді. Біз студент шығармыз, бірақ біз де адамбыз)",0
Қорқынышты. Қабылдау комиссиясы бір орында отырған жоқ.,0
"Егер сіз мектептен шығып, осыны оқып жатсаңыз, менің сізге берер кеңесім БҰЛ ЖЕРГЕ БАРМА!!!",0
"ЖОО мұғалімдері емес, ақымақ, студенттерді қорлайтындар",0
Өнім суреттегідей болды және өте жақсы болды,1
Менің қызым оны ұзақ уақыт қолданатын тағы бір керемет өнім,1
Керемет сапа және керемет өнім! Барлығы мені бұл іс бойынша мақтайды және мен шынымен жасағаннан гөрі көп жұмсадым деп ойлайды :),1
Керемет жұмыс істейді !! Жеткізу орнында болды !! Тезірек тапсырыс беру керек,1
"Ыңғайлы, жақсы телефон, кеңес беремін)",1
"Бұл керемет, телефон ыңғайлы және пайдалану жылдам, жады жеке мен үшін жеткілікті.",1
": Өте жақсы, үлкен рахмет. Тез келді.",1
Телефонның қуаты тезірек қуатталады. Түсі өте әдемі. Жеткізуі өз уақытынан ерте келді.,1
"Ұнады, динамигі күшті.",1
"Керемет телефон, алсаңыздар өкінбейсіздер. Камерасы жақсы",1
"Қысқасы: ыңғайлы интерфейс, тамаша фотосурет, телефонның жақсы өлшемдері, жалпы маған бұл телефон мен осы бренд қатты ұнайды",1
"Жылдам, ақылды, камера анық және жылдам, батарея қуатты және сыйымды, үш айдан кейін сыйымдылығы 100%",1
"Смартфон жылдам жұмыс істеп тұр. Экраны үлкен 6.6! Камера, интернет, дыбысы жақсы.",1
"Мен әжем үшін телефон сатып алдым, әжем бақытты! Зарядты жақсы ұстайды, жад көлемі үлкен, телефон қатып қалмайды, тамаша камера. Өнімге, баға-сапаға өте қанағаттандым! Егер сіз оны алсаңыз, өкінбейсіз",1
"Тауар өте сапалы, қатты ұнады",1
"Өзіме алғанмын, жақсы телефон, кино көруге ыңғайлы, ойындар ойнағанда жақсы, музыка құлаққа жағымды, таза ойналады, сөйлескенде еш ақаусыз анық естіледі, қара түсті компактно көрінеді",1
"Телефон супер, маған ұнады, ол тез жұмыс істейді, ол жақсы зарядталады, ол күні бойы жұмыс істейді және ең бастысы, жад128 мұндай ақшаға арзан. Рақмет сізге",1
"Анама сатып алдым. Негізінде, қоңырау шалу/қабылдау режимінде жұмыс істеу. Барлығы жақсы!",1
"Телефон керемет, сапасы керемет. Сатып алуға қанағаттандым",1
"Жақсы телефон, бізге ұнады. Курьер тез әкеліп берді. Рахмет",1
"Керемет смартфон, бізге өте ұнады және өте жылдам жеткізу",1
"Мына телефонды алып едім. Тез әкеліп берді, алғысым шексіз көп рахмет.",1
"Керемет модель! Мұндай мүмкіндіктер үшін өте арзан. Әлеуметтік желілерде және қарым-қатынаста тұрақты болуды ескере отырып, заряд ұзақ уақыт бойы сақталады, мен үшін бұл күткеннен асып түсетін басты критерий. Менің жұмысым үшін өте маңызды есте сақтаудың көлеміне ризамын",1
"Ақшаға тамаша телефон, ақылды, жарық, қолдануға оңай, зарядты жақсы ұстайды, мен бақыттымын! Бірден 2 сатып алдым!",1
"Өте жақсы телефон, мен оны соншалықты керемет деп күтпеген едім",1
"Маған телефон ұнады, ол мәлімделген сипаттамаларға сәйкес келеді. Барлығы керемет",1
Осы телефондардың екеуін сатып алдым. Барлығы тамаша және қызмет көрсету жоғары деңгейде! Сізге үлкен рақмет!,1
"Телефон өте тез келді, тапсырыс бергеннен кейін бір жарым аптадан кейін. Шабарман бірден үйге әкелді. Барлығы ұқыпты пломбаланған, ештеңе бүлінбеген.Телефонды балаға мектепке апарған, өйткені онлайн оқу, дыбыс жақсы, басқаруға оңай. Қолайлы баға, мен сатушыға кеңес беремін",1
Телефон өте жақсы. Телефонның изумруд түсі өте әдемі,1
"Барлығы тамаша! Жеткізу өте жақсы, телефон осындай баға үшін тамаша",1
"Бізге бұл смартфон ұнады. Өзіме де алуым керек еді. Ертерек білгенде алар едім. Связьға мықты. Сапасы жақсы. Алсаңыздар, өкінбейсіздер!",1
Әкемнің туған күніне сатып алдым! Бұл өте ұнады! Бөліп төлеуге мүмкіндік берген Caspi компаниясына рахмет!,1
"Телефон керемет! Бірінші қосудан кейінгі заряд екі күнге жуық сақталды. Рас, мен телефонда ойнамай, аздап қоңырау шалмаймын, бірақ ұйықтар алдында бір-екі сағат YouTube-ті көремін. Жалпы, зарядтың ұзаққа созылғаны мені таң қалдырды. Ыңғайлы және пайдалану оңай. Өлшем жеткілікті үлкен және соған қарамастан, қоңырау шалу кезінде өлшем мүлдем кедергі жасамайды. Маған телефон қатты ұнады.",1
"Бағасы. Сапасы. Камерасы, даусы бәрі керемет. Зарядтасы көпке жетеді екен, 100%-ке толтырсам, екі күнге жетті, қызмайды. Қымбат телефонға ұқсайды түрі.",1
"Бағасы, аккумуляторы, жадысы және осындай баға үшін камера да таң қалдырады",1
Үлкен кісілер үшін ыңғайлы екен.,1
"Телефон жақсы, балама алғанмын. Осымен екінші рет алдым. Зарядкасы да жақсы, ұзаққа жетеді.",1
Қызыма алдым оған үнады.,1
"Өте жақсы телефон, маған қатты ұнады.",1
"Керемет телефон, бала үшін алды, ол өте қуанышты. Камера тамаша. Қызметіңізге рахмет.",1
"ОРРО телефоны ұнады, бұрынғы Редми телефоным қатып қала беретін еді.",1
"Жақсы телефон, сыйлыққа алдық, ұнады. Рахмет Каспи.",1
Өз бағасына жақсы.,1
